"YEAR","START_DATE","END_DATE","JURISDICTION","AGE_GROUP","METRIC","DETECTION_METHOD","FINES"
2023,"2023-12-01","2023-12-31","SA","65 and over","mobile_phone_use","Police issued",21
2023,"2023-12-01","2023-12-31","TAS","17-25","mobile_phone_use","Fixed or mobile camera",11
2023,"2023-12-01","2023-12-31","TAS","17-25","mobile_phone_use","Police issued",23
2023,"2023-12-01","2023-12-31","TAS","26-39","mobile_phone_use","Fixed or mobile camera",57
2023,"2023-12-01","2023-12-31","TAS","26-39","mobile_phone_use","Police issued",54
2023,"2023-12-01","2023-12-31","TAS","40-64","mobile_phone_use","Fixed or mobile camera",48
2023,"2023-12-01","2023-12-31","TAS","40-64","mobile_phone_use","Police issued",30
2023,"2023-12-01","2023-12-31","TAS","65 and over","mobile_phone_use","Fixed or mobile camera",12
2023,"2023-12-01","2023-12-31","TAS","65 and over","mobile_phone_use","Police issued",7
2023,"2023-12-01","2023-12-31","VIC","17-25","mobile_phone_use","Mobile camera",114
2023,"2023-12-01","2023-12-31","VIC","17-25","mobile_phone_use","Police issued",37
2023,"2023-12-01","2023-12-31","VIC","26-39","mobile_phone_use","Mobile camera",462
2023,"2023-12-01","2023-12-31","VIC","26-39","mobile_phone_use","Police issued",81
2023,"2023-12-01","2023-12-31","VIC","40-64","mobile_phone_use","Mobile camera",552
2023,"2023-12-01","2023-12-31","VIC","40-64","mobile_phone_use","Police issued",70
2023,"2023-12-01","2023-12-31","VIC","65 and over","mobile_phone_use","Mobile camera",95
2023,"2023-12-01","2023-12-31","VIC","65 and over","mobile_phone_use","Police issued",6
2023,"2023-12-01","2023-12-31","VIC","0-16","mobile_phone_use","Police issued",1
2023,"2023-12-01","2023-12-31","VIC","17-25","mobile_phone_use","Mobile camera",220
2023,"2023-12-01","2023-12-31","VIC","17-25","mobile_phone_use","Police issued",259
2023,"2023-12-01","2023-12-31","VIC","26-39","mobile_phone_use","Mobile camera",1102
2023,"2023-12-01","2023-12-31","VIC","26-39","mobile_phone_use","Police issued",718
2023,"2023-12-01","2023-12-31","VIC","40-64","mobile_phone_use","Mobile camera",1417
2023,"2023-12-01","2023-12-31","VIC","40-64","mobile_phone_use","Police issued",547
2023,"2023-12-01","2023-12-31","VIC","65 and over","mobile_phone_use","Mobile camera",196
2023,"2023-12-01","2023-12-31","VIC","65 and over","mobile_phone_use","Police issued",48
2023,"2023-12-01","2023-12-31","VIC","17-25","mobile_phone_use","Police issued",6
2023,"2023-12-01","2023-12-31","VIC","26-39","mobile_phone_use","Police issued",9
2023,"2023-12-01","2023-12-31","VIC","40-64","mobile_phone_use","Police issued",10
2023,"2023-12-01","2023-12-31","VIC","65 and over","mobile_phone_use","Police issued",3
2023,"2023-12-01","2023-12-31","VIC","17-25","mobile_phone_use","Police issued",1
2023,"2023-12-01","2023-12-31","VIC","26-39","mobile_phone_use","Police issued",8
2023,"2023-12-01","2023-12-31","VIC","40-64","mobile_phone_use","Police issued",2
2023,"2023-12-01","2023-12-31","WA","17-25","mobile_phone_use","Police issued",35
2023,"2023-12-01","2023-12-31","WA","26-39","mobile_phone_use","Police issued",78
2023,"2023-12-01","2023-12-31","WA","40-64","mobile_phone_use","Police issued",55
2023,"2023-12-01","2023-12-31","WA","65 and over","mobile_phone_use","Police issued",5
